index	PHEO	TN	TP	CHLA	DOP	DON	NH4F	NO2F	NO3F	PC	PO4F	DO	PH	SALINITY	WTEMP	TotalDepth	null_count	SampleDate	LinearTime	DayLength	FallPeak	SpringPeak	PctTotalDepth	cruise_id	DATE_TIME	Latitude	Longitude	Discharge_Rappahannock	Discharge_Potomac	Discharge_Susquehanna	measurement_CHLA	interpolated_CHLA	measurement_PAR	WIND_RATIO_BWI	WIND_RATIO_ANDREWS	SKY_COVER_BWI	VISIBILITY_BWI	SKY_COVER_ANDREWS	VISIBILITY_ANDREWS	PRECIP24HR_BWI
913												12.4	8.39	17.26	9.29	12.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.25	2	2016-03-16	37.41153	-76.15966	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
914	1.368	0.3486		8.1168	0.0024	0.2063	0.0088	0.002	0.015	0.9517	0.0009	12.51	8.4	17.14	9.406	12.0	1.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.08333333333333333	2	2016-03-16	37.41153	-76.15966	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
915	4.17588	0.3888	0.0187	17.7288	0.0017499999999999998	0.19765	0.0037	0.0008	0.003	1.42966	0.0008	9.71	8.08	23.45	8.527	12.0	0.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.5	2	2016-03-16	37.41153	-76.15966	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
916	0.392	1.6847	0.0304	7.832	0.0017	0.016	0.014	0.0072	1.5528	0.72	0.0068	11.3	7.9	0.0	10.2	7.0	0.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.07142857142857142	2	2016-03-16	39.44149	-76.02599000000001	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
917												11.3	7.9	0.0	10.2	7.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.14285714285714285	2	2016-03-16	39.44149	-76.02599000000001	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
918												11.3	7.9	0.0	10.1	7.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.2857142857142857	2	2016-03-16	39.44149	-76.02599000000001	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
919												11.3	7.9	0.0	10.0	7.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.42857142857142855	2	2016-03-16	39.44149	-76.02599000000001	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
920												11.3	7.9	0.0	10.0	7.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.5714285714285714	2	2016-03-16	39.44149	-76.02599000000001	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
921												11.3	7.9	0.0	9.9	7.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.7142857142857143	2	2016-03-16	39.44149	-76.02599000000001	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
922	0.712	1.724	0.0352	9.256	0.0019	0.015	0.015	0.0073	1.5727	0.831	0.0074	11.3	7.9	0.0	9.8	7.0	0.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.8571428571428571	2	2016-03-16	39.44149	-76.02599000000001	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
923												9.83	8.07	29.78	9.284	14.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.7142857142857143	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
924												9.81	8.07	29.98	9.214	14.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.7857142857142857	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
925												9.93	8.09	28.94	9.395	14.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.6428571428571429	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
926	1.368	0.1978	0.0117	4.0584	-9.999999999999999e-05	0.1221	0.0037	0.0008	-0.00035	0.61941	0.0024	9.71	8.06	30.61	9.063	14.0	0.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.9285714285714286	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
927												9.79	8.07	30.06	9.186	14.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.8571428571428571	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
928												10.08	8.11	27.84	9.346	14.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.5714285714285714	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
929												11.07	8.26	22.12	10.129	14.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.14285714285714285	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
930	1.368	0.2647	0.0094	4.806	0.0017499999999999998	0.1722	0.0037	0.0008	-0.00035	0.66976	0.0008	10.07	8.13	26.95	9.224	14.0	0.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.42857142857142855	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
931												10.88	8.21	23.45	9.595	14.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.35714285714285715	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
932	1.368	0.2673		4.4856	0.0026	0.17775000000000002	0.0083	0.0008	-0.00035	0.63326	0.0008	10.52	8.18	24.63	9.257	14.0	1.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.2857142857142857	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
933												10.98	8.23	22.65	10.056	14.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.21428571428571427	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
934												10.04	8.11	27.6	9.296	14.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.5	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
935	1.368	0.2673	0.007	5.0196	0.0017499999999999998	0.1953	0.0037	0.0008	-0.00035	0.65577	0.0008	11.36	8.27	21.18	9.984	14.0	0.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.07142857142857142	2	2016-03-16	37.11681	-76.12521	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
936	1.368	0.175	0.00745	2.136	-0.00155	0.11	0.0037	0.0008	-0.0004	0.39599	0.0039	9.69	8.05	31.8	9.073	16.0	0.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.9375	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
937												9.71	8.06	31.75	9.078	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.875	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
938												9.75	8.06	31.62	9.087	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.8125	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
939												9.77	8.07	31.56	9.088	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.75	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
940												9.78	8.07	31.46	9.091	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.6875	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
941												9.8	8.07	31.4	9.093	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.625	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
942												9.89	8.08	30.97	9.201	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.5	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
943												9.84	8.08	31.31	9.133	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.5625	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
944												10.03	8.1	29.84	9.437	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.375	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
945	1.368	0.2114		2.0292	0.0021	0.15	0.0037	0.0008	0.0001	0.42711000000000005	0.0015	10.07	8.11	29.48	9.459	16.0	1.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.3125	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
946												10.23	8.13	28.03	9.673	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.25	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
947												10.38	8.15	26.58	9.858	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.1875	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
948	1.368	0.2428	0.0089	2.4564	0.0017499999999999998	0.1746	0.0037	0.0008	-0.00035	0.45653	0.0008	10.42	8.18	23.64	10.758	16.0	0.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.125	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
949	1.368	0.2436		2.7768	0.0027	0.1766	0.0037	0.0008	-0.00035	0.47218999999999994	0.0008	10.4	8.15	23.54	10.782	16.0	1.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.0625	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
950												9.95	8.09	30.4	9.298	16.0	11.0	2016-03-16	0.2327872907153729	-0.10793993356935899	-0.9941574174853006	0.9941574174853006	0.4375	2	2016-03-16	36.9957	-76.02048	2265.0	15545.833333333334	46243.75	10.036059	10.036059379577637	42.39097595214844	0.6456885982836127	0.923887587822014	Scattered	7.751724137931035	Clear	9.50357142857143	0.01
951												9.9	8.1	14.93	10.6	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.5396825396825397	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
952												6.2	7.6	17.38	10.3	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.9206349206349206	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
953												6.5	7.6	17.11	10.3	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.8571428571428571	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
954												6.9	7.7	16.77	10.3	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.7936507936507936	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
955												7.6	7.8	15.07	10.4	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.7301587301587301	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
956	5.807	0.794	0.0378	15.219	0.0081	0.331	0.073	0.0049	0.1311	1.45	0.0033	6.2	7.6	17.59	10.3	31.5	0.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.9523809523809523	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
957	1.989	0.613	0.017	14.551	0.0036	0.255	0.008	0.0043	0.1627	1.13	0.0028	9.7	8.1	14.93	10.6	31.5	0.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.6031746031746031	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
958												10.0	8.1	14.93	10.7	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.47619047619047616	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
959												9.1	8.0	15.07	10.6	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.6666666666666666	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
960												10.1	8.1	14.93	10.6	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.3492063492063492	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
961	1.9895	0.611	0.0184	14.5515	0.00355	0.2505	0.006	0.0045	0.164	1.185	0.00275	10.2	8.1	14.93	10.6	31.5	0.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.015873015873015872	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
962												10.2	8.1	14.93	10.6	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.031746031746031744	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
963												10.2	8.1	14.93	10.6	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.06349206349206349	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
964												10.1	8.1	14.93	10.6	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.4126984126984127	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
965												10.2	8.1	14.93	10.6	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.15873015873015872	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
966												10.1	8.1	14.93	10.6	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.2222222222222222	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
967	2.109	0.602	0.0129	14.151	0.0044	0.245	0.008	0.0076	0.1594	1.13	0.0024	10.1	8.1	14.93	10.6	31.5	0.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.2857142857142857	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
968												10.2	8.1	14.93	10.6	31.5	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.09523809523809523	3	2016-04-12	38.13705	-76.22787	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
969	5.781	0.701	0.0305	15.619	0.0049	0.277	0.062	0.0046	0.1364	1.32	0.003	6.2	7.6	17.31	10.0	35.0	0.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.9714285714285714	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
970												10.3	8.1	14.73	10.5	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.4857142857142857	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
971												6.6	7.7	16.36	10.1	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.8857142857142857	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
972												7.4	7.8	15.75	10.1	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.8285714285714286	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
973												8.2	7.9	15.41	10.1	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.7714285714285715	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
974												8.8	7.9	15.14	10.1	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.7142857142857143	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
975	2.924	0.63	0.0201	17.355	0.0043	0.234	0.017	0.0046	0.1644	1.39	0.0027	9.4	8.0	15.0	10.3	35.0	0.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.6571428571428571	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
976												10.0	8.1	14.8	10.5	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.6	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
977												10.2	8.1	14.73	10.5	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.5428571428571428	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
978												6.2	7.6	17.18	10.0	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.9428571428571428	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
979												10.3	8.1	14.73	10.5	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.42857142857142855	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
980	2.136	0.61	0.017	12.816	0.0039	0.253	0.005	0.0041	0.1579	1.25	0.0026	10.4	8.1	14.66	10.5	35.0	0.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.3142857142857143	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
981												10.4	8.1	14.66	10.5	35.0	11.0	2016-04-12	0.3067598934550989	0.34912101090107966	-0.9370776487289665	0.9370776487289665	0.2571428571428571	3	2016-04-12	38.3187	-76.29215	1278.125	7202.916666666667	48893.75		17.474228067253144	18.357967376708984	1.3777777777777778	1.1247524752475249	Scattered	9.55483870967742	Clear	9.64864864864865	0.06
