OTU	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU36219	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78			
OTU36220	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	
OTU36221	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU36222	Bacteria	Planctomycetes	Pla3_lineage				
OTU36223	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade			
OTU36224	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU36225	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group		
OTU36226	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2		
OTU36227	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		
OTU36228	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI_cluster	
OTU36229	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
OTU36230	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae		
OTU36231	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	
OTU36232	Bacteria	Nitrospirae	Thermodesulfovibrionia				
OTU36233	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Rhodopirellula	
OTU36234	Bacteria	Firmicutes	Bacilli	Bacillales	Family_X	Thermicanus	
OTU36235	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus_MBIC10613	
OTU36236	Bacteria	Proteobacteria	Deltaproteobacteria	PB19			
OTU36237	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU36238	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10	
OTU36239	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	
OTU36240	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group	
OTU36241	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans	
OTU36242	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales			
OTU36243	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales			
OTU36244	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
OTU36245	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
OTU36246	Bacteria	Acidobacteria	Acidobacteriia	Subgroup_2			
OTU36247	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	
OTU36248	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU36249	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256			
OTU36250	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfuricurvum	
OTU36251	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae		
OTU36252	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
OTU36253	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Neisseriaceae		
OTU36254	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	UASB-TL25		
OTU36255	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
OTU36256	Bacteria	Elusimicrobia	Lineage_IIa				
OTU36257	Bacteria	Chloroflexi	Anaerolineae				
OTU36258	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007		
OTU36259	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae		
OTU36260	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU36261	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU36262	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU36263	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Nitrosomonadaceae	GOUTA6	
OTU36264	Bacteria	Verrucomicrobia	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae		
OTU36265	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Intrasporangiaceae	Oryzihumus	
OTU36266	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU36267	Bacteria	Acidobacteria	Subgroup_17				
OTU36268	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36269	Bacteria	Actinobacteria	Actinobacteria	Micrococcales			
OTU36270	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	
OTU36271	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36272	Bacteria						
OTU36273	Bacteria	Elusimicrobia	Elusimicrobia	Lineage_IV			
OTU36274	Bacteria	Cyanobacteria	Sericytochromatia				
OTU36275	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae		
OTU36276	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Thioalkalispiraceae	Thioalkalispira	
OTU36277	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_Incertae_Sedis	Unknown_Family	Deferrisoma	
OTU36278	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales			
OTU36279	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacter	
OTU36280	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae		
OTU36281	Bacteria	Omnitrophicaeota					
OTU36282	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU36283	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	
OTU36284	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU36285	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	
OTU36286	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
OTU36287	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
OTU36288	Bacteria						
OTU36289	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium_1	
OTU36290	Bacteria	Acidobacteria	Subgroup_6	Unknown_Order	Unknown_Family	Luteitalea	
OTU36291	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU36292	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU36293	Bacteria						
OTU36294	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae		
OTU36295	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae		
OTU36296	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
OTU36297	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS_17		
OTU36298	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula	
OTU36299	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Rheinheimera	baltica
OTU36300	Archaea						
OTU36301	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU36302	Bacteria	Omnitrophicaeota					
OTU36303	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4		
OTU36304	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU36305	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU36306	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	
OTU36307	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
OTU36308	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
OTU36309	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae		
OTU36310	Bacteria	Schekmanbacteria					
OTU36311	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus	
OTU36312	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU36313	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55	
OTU36314	Bacteria	Proteobacteria					
OTU36315	Bacteria	Omnitrophicaeota					
OTU36316	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Thiovulaceae	Sulfurimonas	
OTU36317	Bacteria	Proteobacteria	Deltaproteobacteria	Sva0485			
OTU36318	Bacteria	Nitrospirae	Thermodesulfovibrionia				
OTU36319	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae		
OTU36320	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1	
OTU36321	Bacteria	Planctomycetes	OM190				
OTU36322	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	P13-46		
OTU36323	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae		
OTU36324	Bacteria	Margulisbacteria					
OTU36325	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j			
OTU36326	Bacteria	Proteobacteria					
OTU36327							
OTU36328	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Amphritea	
OTU36329	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2	
OTU36330	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae		
OTU36331	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36332	Bacteria						
OTU36333	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS7_marine_group		
OTU36334	Bacteria	Zixibacteria					
OTU36335	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	
OTU36336	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU36337	Bacteria	Acidobacteria	Subgroup_9				
OTU36338	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_vadinHA17		
OTU36339	Bacteria	Planctomycetes	Pla4_lineage				
OTU36340	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36341	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55	
OTU36342	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	
OTU36343	Bacteria	Nitrospinae	P9X2b3D02				
OTU36344	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae		
OTU36345	Bacteria	Epsilonbacteraeota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter	
OTU36346	Bacteria	Patescibacteria	Parcubacteria				
OTU36347	Bacteria	Proteobacteria	Gammaproteobacteria	UBA4486			
OTU36348	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Propionigenium	
OTU36349	Bacteria						
OTU36350	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales			
OTU36351	Archaea						
OTU36352	Bacteria	Planctomycetes	Pla4_lineage				
OTU36353	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Rhodocyclaceae		
OTU36354	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6		
OTU36355	Bacteria	Proteobacteria	Deltaproteobacteria				
OTU36356	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	
OTU36357	Bacteria	Elusimicrobia	Lineage_IIb				
OTU36358	Bacteria	Acidobacteria	Subgroup_6				
OTU36359	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU36360	Bacteria	Chloroflexi	Anaerolineae	SJA-15			
OTU36361	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	
OTU36362	Bacteria	Actinobacteria	Actinobacteria	PeM15			
OTU36363	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Dinghuibacter	
OTU36364	Bacteria	Nitrospirae	Thermodesulfovibrionia				
OTU36365	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767		
OTU36366	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU36367	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae		
OTU36368	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales			
OTU36369	Bacteria	Planctomycetes	vadinHA49				
OTU36370	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU36371	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36372	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU36373	Bacteria	Proteobacteria	Magnetococcia	Magnetococcales	Magnetococcaceae	Magnetococcus	
OTU36374	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU36375	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae		
OTU36376	Bacteria	Acidobacteria	Subgroup_6	Unknown_Order	Unknown_Family	Vicinamibacter	
OTU36377	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)			
OTU36378	Bacteria	Acidobacteria	Subgroup_6				
OTU36379	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	C1-B045	
OTU36380	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	
OTU36381	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae		
OTU36382	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36383	Archaea						
OTU36384	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	
OTU36385	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Sulfuriflexus	
OTU36386	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetovibrio	
OTU36387	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade	
OTU36388	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36389	Bacteria						
OTU36390	Eukaryota						
OTU36391	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae		
OTU36392	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia	
OTU36393	Bacteria	Patescibacteria	CPR2				
OTU36394	Bacteria						
OTU36395	Bacteria	Latescibacteria					
OTU36396	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU36397	Bacteria						
OTU36398	Bacteria	Bacteroidetes	Bacteroidia				
OTU36399	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Pacebacteria			
OTU36400	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
OTU36401	Archaea	Crenarchaeota	Bathyarchaeia				
OTU36402	Bacteria	Planctomycetes	OM190				
OTU36403	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae		
OTU36404	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	
OTU36405	Bacteria	Proteobacteria					
OTU36406	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU36407	Bacteria	BRC1					
OTU36408	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
OTU36409	Bacteria	Chloroflexi	Anaerolineae	SBR1031			
OTU36410	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36411	Bacteria	Planctomycetes	BD7-11				
OTU36412	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group		
OTU36413	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage	
OTU36414	Bacteria	Patescibacteria	Microgenomatia				
OTU36415	Bacteria	BRC1					
OTU36416	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41		
OTU36417	Bacteria	Aegiribacteria					
OTU36418	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales			
OTU36419	Bacteria						
OTU36420	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
OTU36421	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae		
OTU36422	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisella	
OTU36423	Bacteria	Bacteroidetes	Ignavibacteria	SJA-28			
OTU36424	Bacteria						
OTU36425	Bacteria						
OTU36426	Bacteria						
OTU36427	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group		
OTU36428	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36429	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU36430	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9			
OTU36431	Bacteria	Lentisphaerae	Oligosphaeria	SS1-B-02-17			
OTU36432	Bacteria	Cyanobacteria	Oxyphotobacteria	Chloroplast			
OTU36433	Bacteria						
OTU36434	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b		
OTU36435	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU36436	Bacteria	Planctomycetes					
OTU36437	Bacteria	Bacteroidetes	Ignavibacteria	OPB56			
OTU36438	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36439	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	
OTU36440	Bacteria	Proteobacteria	Gammaproteobacteria	B2M28			
OTU36441	Bacteria						
OTU36442	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
OTU36443	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae		
OTU36444	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU36445	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36446	Bacteria	Bacteroidetes	Ignavibacteria	Kryptoniales	MSB-3C8		
OTU36447	Bacteria	Acidobacteria					
OTU36448	Archaea	Nanoarchaeaeota	Woesearchaeia				
OTU36449	Archaea	Crenarchaeota	Bathyarchaeia				
OTU36450	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae		
OTU36451	Bacteria						
OTU36452	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae		
OTU36453	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU36454	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria		
OTU36455	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae		
OTU36456	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae		
OTU36457	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales			
OTU36458	Bacteria	Verrucomicrobia	Verrucomicrobiae				
OTU36459	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
OTU36460	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU36461	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Ga0074140	
OTU36462	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales			
OTU36463	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter	
OTU36464	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	
OTU36465	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Ellin6055	
OTU36466	Bacteria	Gemmatimonadetes	S0134_terrestrial_group				
OTU36467	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
OTU36468	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae		
OTU36469	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales			
OTU36470	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales			
OTU36471	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU36472	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria			
OTU36473	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales			
OTU36474	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	
OTU36475	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	
OTU36476	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	
OTU36477	Bacteria	Proteobacteria					
OTU36478	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU36479	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium	
OTU36480	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	
OTU36481	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae		
OTU36482	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
OTU36483	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU36484	Eukaryota						
OTU36485	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		
OTU36486	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	
OTU36487	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae		
OTU36488	Bacteria	Planctomycetes	OM190				
OTU36489	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	
OTU36490	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus	
OTU36491	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU36492	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter	
OTU36493	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
OTU36494	Bacteria	Actinobacteria	Acidimicrobiia				
OTU36495	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	
OTU36496	Bacteria	WPS-2					
OTU36497	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema	
OTU36498	Bacteria	Actinobacteria	Acidimicrobiia				
OTU36499	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU36500	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae_Sedis	Proteiniborus	
OTU36501	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae		
OTU36502	Bacteria	Cyanobacteria	Sericytochromatia				
OTU36503	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Fibrisoma	
OTU36504	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group		
OTU36505	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU36506	Bacteria	Acidobacteria	Blastocatellia_(Subgroup_4)	Blastocatellales	Blastocatellaceae		
OTU36507	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20		
OTU36508	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12		
OTU36509	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales			
OTU36510	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	
OTU36511	Bacteria	Chloroflexi	TK10				
OTU36512	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	
OTU36513	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Geodermatophilus	
OTU36514	Bacteria	Proteobacteria	Gammaproteobacteria				
OTU36515	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	
OTU36516	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade		
OTU36517	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter	
OTU36518	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelatoclostridium	
OTU36519	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae		
OTU36520	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU36521	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae		
